X,Y,DATEEND,TIMESTART,TIMEEND,ADDRESS,Arrest,LarcenyCode,CODE_DEFINED,LAT,LONG,ObjectId,month,unemployment_rate,CrimeType,monthly_crime_count
-8479620.05618786,5322321.931704,2023-04-27 00:00:00+00:00,2021,2021,1 DESTINY USA DR,NO,Purse Snatch,LARCENY,43.067961,-76.1737229999999,1,2023-04,2.9,2,331
-8477375.85525347,5319387.57598611,2023-09-16 00:00:00+00:00,2002,2002,0 S CLINTON ST & W FAYETTE ST        ,NO,All Other,LARCENY,43.0487010000001,-76.153563,2,2023-09,3.6,2,574
-8479620.05618786,5322321.931704,2023-12-01 00:00:00+00:00,1419,1427,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,3,2023-12,4.2,2,381
-8475492.83029564,5318469.06523842,2023-06-10 00:00:00+00:00,1847,1847,0 S CROUSE AV & E ADAMS ST    ,NO,Motor Vehicle,MV THEFT,43.042671,-76.1366474989999,4,2023-06,3.5,3,349
-8479620.05618786,5322321.931704,2023-08-24 00:00:00+00:00,1341,1341,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,5,2023-08,3.8,2,608
-8479620.05618786,5322321.931704,2023-08-24 00:00:00+00:00,1730,1730,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,6,2023-08,3.8,2,608
-8477373.85150264,5319670.00191741,2023-07-29 00:00:00+00:00,1100,1100,0 S CLINTON ST & W WATER ST        ,NO,From Motor Vehicle,LARCENY,43.050555,-76.153545,7,2023-07,3.5,2,558
-8479620.05618786,5322321.931704,2023-04-15 00:00:00+00:00,1040,1045,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,8,2023-04,2.9,2,331
-8477225.07289188,5319526.04588571,2023-08-10 00:00:00+00:00,0600,708,0 S SALINA ST & E WASHINGTON ST        ,NO,Purse Snatch,LARCENY,43.04961,-76.152208499,9,2023-08,3.8,2,608
-8479620.05618786,5322321.931704,2023-08-25 00:00:00+00:00,1434,1434,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,10,2023-08,3.8,2,608
-8479738.7784248,5317142.18226797,2023-09-26 00:00:00+00:00,0015,15,0 S GEDDES ST & ONONDAGA BLVD    ,NO,Motor Vehicle,MV THEFT,43.033959,-76.1747895,11,2023-09,3.6,3,574
-8479620.05618786,5322321.931704,2023-08-21 00:00:00+00:00,1700,1454,1 DESTINY USA DR,NO,From Motor Vehicle,LARCENY,43.067961,-76.1737229999999,12,2023-08,3.8,2,608
-8479620.05618786,5322321.931704,2023-11-29 00:00:00+00:00,1530,1536,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,14,2023-11,3.7,2,509
-8477064.77293645,5319664.51783748,2023-03-26 00:00:00+00:00,0525,530,0 S WARREN ST & E WATER ST        ,YES,Motor Vehicle,MV THEFT,43.0505190000001,-76.1507685,15,2023-03,3.6,3,310
-8479620.05618786,5322321.931704,2023-04-17 00:00:00+00:00,1518,1520,1 DESTINY USA DR,NO,From Building,LARCENY,43.067961,-76.1737229999999,16,2023-04,2.9,2,331
-8476078.42658828,5322834.85299528,2023-06-14 00:00:00+00:00,0028,28,0 SCHILLER AV & HIGHLAND ST        ,NO,From Motor Vehicle,LARCENY,43.0713270000001,-76.1419079999999,17,2023-06,3.5,2,349
-8479620.05618786,5322321.931704,2023-11-29 00:00:00+00:00,1441,1450,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,18,2023-11,3.7,2,509
-8479620.05618786,5322321.931704,2023-07-25 00:00:00+00:00,1959,2030,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,19,2023-07,3.5,2,558
-8479620.05618786,5322321.931704,2023-11-29 00:00:00+00:00,1005,1005,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,20,2023-11,3.7,2,509
-8478355.93988029,5318924.19659251,2023-11-24 00:00:00+00:00,0841,843,0 SCHOENECK CT     ,NO,From Motor Vehicle,LARCENY,43.0456590000001,-76.16236725,21,2023-11,3.7,2,509
-8479620.05618786,5322321.931704,2023-12-01 00:00:00+00:00,1717,1717,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,22,2023-12,4.2,2,381
-8477072.78782847,5318898.1493206,2023-06-10 00:00:00+00:00,2100,2300,0 S WARREN ST & MADISON ST        ,YES,From Motor Vehicle,LARCENY,43.045488,-76.150840499,23,2023-06,3.5,2,349
-8478355.93988029,5318924.19659251,2023-02-02 00:00:00+00:00,1458,1458,0 SCHOENECK CT     ,NO,All Other,LARCENY,43.0456590000001,-76.16236725,24,2023-02,4.1,2,336
-8479620.05618786,5322321.931704,2023-08-17 00:00:00+00:00,0003,3,1 DESTINY USA DR,YES,From Building,BURGLARY,43.067961,-76.1737229999999,25,2023-08,3.8,1,608
-8478260.40471406,5318952.18469559,2023-08-21 00:00:00+00:00,1430,1500,0 STONE CT     ,NO,All Other,LARCENY,43.0458427410001,-76.161509043,27,2023-08,3.8,2,608
-8479620.05618786,5322321.931704,2023-04-16 00:00:00+00:00,1341,1341,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,28,2023-04,2.9,2,331
-8473139.45432913,5321830.3456338,2023-09-03 00:00:00+00:00,0100,800,0 SHOTWELL PARK   ,NO,From Mailbox,LARCENY,43.0647348370001,-76.115506763,29,2023-09,3.6,2,574
-8479620.05618786,5322321.931704,2023-12-01 00:00:00+00:00,1150,1150,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,30,2023-12,4.2,2,381
-8479620.05618786,5322321.931704,2023-06-14 00:00:00+00:00,1540,1540,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,31,2023-06,3.5,2,349
-8479620.05618786,5322321.931704,2023-08-18 00:00:00+00:00,1525,1540,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,32,2023-08,3.8,2,608
-8479620.05618786,5322321.931704,2023-08-18 00:00:00+00:00,1930,1930,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,33,2023-08,3.8,2,608
-8479637.58911899,5316403.43134788,2023-05-30 00:00:00+00:00,1200,830,0 STINARD AV & GORDON AV    ,NO,Motor Vehicle,MV THEFT,43.0291080000001,-76.173880501,34,2023-05,3.2,3,366
-8479620.05618786,5322321.931704,2023-08-17 00:00:00+00:00,1103,1105,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,35,2023-08,3.8,2,608
-8473153.95224565,5322387.75959899,2023-10-09 00:00:00+00:00,0657,657,0 SHOTWELL PARK & JAMES ST    ,NO,Motor Vehicle,MV THEFT,43.0683930000001,-76.1156369999999,36,2023-10,3.7,3,558
-8479620.05618786,5322321.931704,2023-05-06 00:00:00+00:00,1130,1710,1 DESTINY USA DR,NO,From Motor Vehicle,LARCENY,43.067961,-76.1737229999999,37,2023-05,3.2,2,366
-8479620.05618786,5322321.931704,2023-11-28 00:00:00+00:00,1800,1900,1 DESTINY USA DR,NO,All Other,LARCENY,43.067961,-76.1737229999999,39,2023-11,3.7,2,509
-8479620.05618786,5322321.931704,2023-11-07 00:00:00+00:00,1224,1224,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,41,2023-11,3.7,2,509
-8478260.40471406,5318952.18469559,2023-08-26 00:00:00+00:00,0500,1300,0 STONE CT     ,NO,Motor Vehicle,MV THEFT,43.0458427410001,-76.161509043,42,2023-08,3.8,3,608
-8479620.05618786,5322321.931704,2023-08-16 00:00:00+00:00,2050,2050,1 DESTINY USA DR,YES,Shoplifting,BURGLARY,43.067961,-76.1737229999999,43,2023-08,3.8,1,608
-8479620.05618786,5322321.931704,2023-08-22 00:00:00+00:00,2014,2014,1 DESTINY USA DR,YES,From Building,BURGLARY,43.067961,-76.1737229999999,45,2023-08,3.8,1,608
-8479620.05618786,5322321.931704,2023-06-14 00:00:00+00:00,1545,1545,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,46,2023-06,3.5,2,349
-8479620.05618786,5322321.931704,2023-04-23 00:00:00+00:00,2030,821,1 DESTINY USA DR,NO,All Other,LARCENY,43.067961,-76.1737229999999,47,2023-04,2.9,2,331
-8479620.05618786,5322321.931704,2023-04-12 00:00:00+00:00,1630,2100,1 DESTINY USA DR,NO,From Motor Vehicle,LARCENY,43.067961,-76.1737229999999,48,2023-04,2.9,2,331
-8479620.05618786,5322321.931704,2023-04-12 00:00:00+00:00,1330,1019,1 DESTINY USA DR,NO,All Other,LARCENY,43.067961,-76.1737229999999,49,2023-04,2.9,2,331
-8479620.05618786,5322321.931704,2023-04-24 00:00:00+00:00,1451,1451,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,50,2023-04,2.9,2,331
-8479620.05618786,5322321.931704,2023-05-04 00:00:00+00:00,1200,1200,1 DESTINY USA DR,NO,Of MV Parts/Accessories,LARCENY,43.067961,-76.1737229999999,51,2023-05,3.2,2,366
-8479620.05618786,5322321.931704,2023-04-14 00:00:00+00:00,1400,1400,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,52,2023-04,2.9,2,331
-8479620.05618786,5322321.931704,2023-04-21 00:00:00+00:00,2109,2109,1 DESTINY USA DR,NO,From Building,BURGLARY,43.067961,-76.1737229999999,53,2023-04,2.9,1,331
-8479620.05618786,5322321.931704,2023-05-05 00:00:00+00:00,1410,1410,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,54,2023-05,3.2,2,366
-8479620.05618786,5322321.931704,2023-11-06 00:00:00+00:00,1435,1435,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,55,2023-11,3.7,2,509
-8479620.05618786,5322321.931704,2023-04-14 00:00:00+00:00,1617,1618,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,56,2023-04,2.9,2,331
-8479620.05618786,5322321.931704,2023-05-05 00:00:00+00:00,1220,1220,1 DESTINY USA DR,YES,Shoplifting,BURGLARY,43.067961,-76.1737229999999,57,2023-05,3.2,1,366
-8479620.05618786,5322321.931704,2023-04-25 00:00:00+00:00,1422,1422,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,58,2023-04,2.9,2,331
-8479620.05618786,5322321.931704,2023-04-23 00:00:00+00:00,1800,1830,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,59,2023-04,2.9,2,331
-8479620.05618786,5322321.931704,2023-11-29 00:00:00+00:00,1334,1334,1 DESTINY USA DR,YES,Shoplifting,BURGLARY,43.067961,-76.1737229999999,60,2023-11,3.7,1,509
-8479620.05618786,5322321.931704,2023-04-16 00:00:00+00:00,1528,1528,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,61,2023-04,2.9,2,331
-8479620.05618786,5322321.931704,2023-04-27 00:00:00+00:00,1853,1853,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,62,2023-04,2.9,2,331
-8479620.05618786,5322321.931704,2023-05-01 00:00:00+00:00,1500,1517,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,63,2023-05,3.2,2,366
-8479620.05618786,5322321.931704,2023-08-19 00:00:00+00:00,1415,1415,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,64,2023-08,3.8,2,608
-8479620.05618786,5322321.931704,2023-04-20 00:00:00+00:00,1007,1007,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,65,2023-04,2.9,2,331
-8479620.05618786,5322321.931704,2023-12-02 00:00:00+00:00,1653,1653,1 DESTINY USA DR,NO,Shoplifting,BURGLARY,43.067961,-76.1737229999999,66,2023-12,4.2,1,381
-8479620.05618786,5322321.931704,2023-08-25 00:00:00+00:00,1500,1530,1 DESTINY USA DR,NO,From Motor Vehicle,LARCENY,43.067961,-76.1737229999999,67,2023-08,3.8,2,608
-8479620.05618786,5322321.931704,2023-11-06 00:00:00+00:00,1250,1250,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,68,2023-11,3.7,2,509
-8479620.05618786,5322321.931704,2023-04-28 00:00:00+00:00,1515,1515,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,69,2023-04,2.9,2,331
-8479620.05618786,5322321.931704,2023-04-27 00:00:00+00:00,1314,1314,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,70,2023-04,2.9,2,331
-8479620.05618786,5322321.931704,2023-08-22 00:00:00+00:00,1300,1300,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,71,2023-08,3.8,2,608
-8479620.05618786,5322321.931704,2023-08-25 00:00:00+00:00,1930,2000,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,72,2023-08,3.8,2,608
-8479620.05618786,5322321.931704,2023-04-21 00:00:00+00:00,1251,1251,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,73,2023-04,2.9,2,331
-8479620.05618786,5322321.931704,2023-04-19 00:00:00+00:00,1145,1145,1 DESTINY USA DR,NO,From Building,LARCENY,43.067961,-76.1737229999999,74,2023-04,2.9,2,331
-8479620.05618786,5322321.931704,2023-08-24 00:00:00+00:00,1901,1901,1 DESTINY USA DR,YES,Shoplifting,BURGLARY,43.067961,-76.1737229999999,75,2023-08,3.8,1,608
-8479620.05618786,5322321.931704,2023-12-02 00:00:00+00:00,1536,1536,1 DESTINY USA DR,NO,All Other,LARCENY,43.067961,-76.1737229999999,76,2023-12,4.2,2,381
-8479620.05618786,5322321.931704,2023-11-05 00:00:00+00:00,0313,1500,1 DESTINY USA DR,YES,Shoplifting,BURGLARY,43.067961,-76.1737229999999,77,2023-11,3.7,1,509
-8479620.05618786,5322321.931704,2023-12-02 00:00:00+00:00,1635,1635,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,78,2023-12,4.2,2,381
-8479620.05618786,5322321.931704,2023-04-20 00:00:00+00:00,2005,2010,1 DESTINY USA DR,YES,All Other,LARCENY,43.067961,-76.1737229999999,79,2023-04,2.9,2,331
-8479620.05618786,5322321.931704,2023-08-25 00:00:00+00:00,1646,1700,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,80,2023-08,3.8,2,608
-8479620.05618786,5322321.931704,2023-11-06 00:00:00+00:00,1620,1620,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,81,2023-11,3.7,2,509
-8479620.05618786,5322321.931704,2023-11-06 00:00:00+00:00,1242,1242,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,83,2023-11,3.7,2,509
-8479620.05618786,5322321.931704,2023-04-28 00:00:00+00:00,1927,1927,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,84,2023-04,2.9,2,331
-8479620.05618786,5322321.931704,2023-11-06 00:00:00+00:00,1027,1035,1 DESTINY USA DR,NO,All Other,LARCENY,43.067961,-76.1737229999999,85,2023-11,3.7,2,509
-8479620.05618786,5322321.931704,2023-04-16 00:00:00+00:00,1603,1603,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,86,2023-04,2.9,2,331
-8479620.05618786,5322321.931704,2023-04-17 00:00:00+00:00,1409,1422,1 DESTINY USA DR,NO,From Building,LARCENY,43.067961,-76.1737229999999,87,2023-04,2.9,2,331
-8479620.05618786,5322321.931704,2023-08-19 00:00:00+00:00,0845,850,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,88,2023-08,3.8,2,608
-8479620.05618786,5322321.931704,2023-05-01 00:00:00+00:00,1845,1900,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,90,2023-05,3.2,2,366
-8479620.05618786,5322321.931704,2023-12-01 00:00:00+00:00,1112,1112,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,91,2023-12,4.2,2,381
-8479620.05618786,5322321.931704,2023-04-19 00:00:00+00:00,1745,1750,1 DESTINY USA DR,NO,From Building,LARCENY,43.067961,-76.1737229999999,92,2023-04,2.9,2,331
-8479620.05618786,5322321.931704,2023-08-25 00:00:00+00:00,2130,2350,1 DESTINY USA DR,NO,Of MV Parts/Accessories,LARCENY,43.067961,-76.1737229999999,93,2023-08,3.8,2,608
-8479620.05618786,5322321.931704,2023-08-19 00:00:00+00:00,1530,1530,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,94,2023-08,3.8,2,608
-8479620.05618786,5322321.931704,2023-08-19 00:00:00+00:00,1700,1700,1 DESTINY USA DR,YES,All Other,BURGLARY,43.067961,-76.1737229999999,95,2023-08,3.8,1,608
-8479620.05618786,5322321.931704,2023-05-02 00:00:00+00:00,1529,1529,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,96,2023-05,3.2,2,366
-8479620.05618786,5322321.931704,2023-11-30 00:00:00+00:00,2121,2121,1 DESTINY USA DR,NO,From Building,LARCENY,43.067961,-76.1737229999999,97,2023-11,3.7,2,509
-8479620.05618786,5322321.931704,2023-08-20 00:00:00+00:00,1520,1520,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,98,2023-08,3.8,2,608
-8479620.05618786,5322321.931704,2023-11-30 00:00:00+00:00,1618,1618,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,99,2023-11,3.7,2,509
-8479620.05618786,5322321.931704,2023-11-30 00:00:00+00:00,1330,1420,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,100,2023-11,3.7,2,509
-8479620.05618786,5322321.931704,2023-12-01 00:00:00+00:00,1845,1900,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,101,2023-12,4.2,2,381
-8479620.05618786,5322321.931704,2023-04-27 00:00:00+00:00,1115,1200,1 DESTINY USA DR,NO,All Other,BURGLARY,43.067961,-76.1737229999999,102,2023-04,2.9,1,331
-8479620.05618786,5322321.931704,2023-12-01 00:00:00+00:00,1706,1706,1 DESTINY USA DR,NO,All Other,LARCENY,43.067961,-76.1737229999999,103,2023-12,4.2,2,381
-8479620.05618786,5322321.931704,2023-08-04 00:00:00+00:00,1351,1351,1 DESTINY USA DR,YES,Shoplifting,BURGLARY,43.067961,-76.1737229999999,104,2023-08,3.8,1,608
-8479620.05618786,5322321.931704,2023-06-19 00:00:00+00:00,1649,1649,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,105,2023-06,3.5,2,349
-8479620.05618786,5322321.931704,2023-11-06 00:00:00+00:00,1929,1929,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,106,2023-11,3.7,2,509
-8479620.05618786,5322321.931704,2023-11-21 00:00:00+00:00,1611,1611,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,107,2023-11,3.7,2,509
-8479620.05618786,5322321.931704,2023-07-23 00:00:00+00:00,2200,400,1 DESTINY USA DR,NO,From Motor Vehicle,LARCENY,43.067961,-76.1737229999999,110,2023-07,3.5,2,558
-8479620.05618786,5322321.931704,2023-06-17 00:00:00+00:00,1750,1756,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,111,2023-06,3.5,2,349
-8479620.05618786,5322321.931704,2023-06-15 00:00:00+00:00,1435,1653,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,112,2023-06,3.5,2,349
-8479620.05618786,5322321.931704,2023-11-20 00:00:00+00:00,1726,1726,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,113,2023-11,3.7,2,509
-8479620.05618786,5322321.931704,2023-11-14 00:00:00+00:00,1246,1246,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,114,2023-11,3.7,2,509
-8479620.05618786,5322321.931704,2023-06-15 00:00:00+00:00,1424,1424,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,115,2023-06,3.5,2,349
-8479620.05618786,5322321.931704,2023-07-22 00:00:00+00:00,1130,703,1 DESTINY USA DR,NO,From Motor Vehicle,LARCENY,43.067961,-76.1737229999999,116,2023-07,3.5,2,558
-8479620.05618786,5322321.931704,2023-11-14 00:00:00+00:00,1440,1445,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,117,2023-11,3.7,2,509
-8479620.05618786,5322321.931704,2023-11-14 00:00:00+00:00,1544,1544,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,118,2023-11,3.7,2,509
-8479620.05618786,5322321.931704,2023-06-21 00:00:00+00:00,1300,1300,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,119,2023-06,3.5,2,349
-8479620.05618786,5322321.931704,2023-07-22 00:00:00+00:00,1300,1329,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,120,2023-07,3.5,2,558
-8479620.05618786,5322321.931704,2023-07-26 00:00:00+00:00,1926,2000,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,121,2023-07,3.5,2,558
-8479620.05618786,5322321.931704,2023-07-23 00:00:00+00:00,1421,1421,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,122,2023-07,3.5,2,558
-8479620.05618786,5322321.931704,2023-11-22 00:00:00+00:00,1800,1815,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,123,2023-11,3.7,2,509
-8477108.52839814,5322683.35130911,2023-12-16 00:00:00+00:00,1851,1853,100 CULBERT ST     ,NO,All Other,LARCENY,43.070332803,-76.151161562,124,2023-12,4.2,2,381
-8477108.52839814,5322683.35130911,2023-02-04 00:00:00+00:00,2155,2355,100 CULBERT ST     ,NO,Of MV Parts/Accessories,MV THEFT,43.070332803,-76.151161562,126,2023-02,4.1,3,336
-8478199.12266646,5322130.84098151,2023-12-06 00:00:00+00:00,2150,1050,100 CUMMINGS AV   ,NO,All Other,LARCENY,43.066706937,-76.1609585369999,130,2023-12,4.2,2,381
-8472912.41789369,5318824.00303601,2023-05-28 00:00:00+00:00,1700,1030,100 CUMBERLAND AV   ,NO,From Building,BURGLARY,43.045001228,-76.1134672599999,132,2023-05,3.2,1,366
-8478199.12266646,5322130.84098151,2023-12-06 00:00:00+00:00,2100,1056,100 CUMMINGS AV   ,NO,All Other,LARCENY,43.066706937,-76.1609585369999,134,2023-12,4.2,2,381
-8472912.41789369,5318824.00303601,2023-12-23 00:00:00+00:00,2326,2326,100 CUMBERLAND AVE    ,NO,From Building,BURGLARY,43.045001228,-76.1134672599999,135,2023-12,4.2,1,381
-8476841.06584435,5322069.08071107,2023-11-05 00:00:00+00:00,1206,1206,100 CURTIS ST     ,NO,Motor Vehicle,MV THEFT,43.06630162,-76.148758905,141,2023-11,3.7,3,509
-8476156.08952159,5323432.83302908,2023-11-25 00:00:00+00:00,2215,2215,100 DALE ST     ,NO,Motor Vehicle,MV THEFT,43.075250957,-76.142605658,144,2023-11,3.7,3,509
-8476841.06584435,5322069.08071107,2023-11-11 00:00:00+00:00,2145,2145,100 CURTIS ST     ,NO,All Other,LARCENY,43.06630162,-76.148758905,146,2023-11,3.7,2,509
-8479620.05618786,5322321.931704,2023-11-13 00:00:00+00:00,1836,1836,1 DESTINY USA DR,YES,All Other,LARCENY,43.067961,-76.1737229999999,147,2023-11,3.7,2,509
-8476156.08952159,5323432.83302908,2023-09-24 00:00:00+00:00,1900,1400,100 DALE ST     ,NO,From Motor Vehicle,LARCENY,43.075250957,-76.142605658,148,2023-09,3.6,2,574
-8476156.08952159,5323432.83302908,2023-07-27 00:00:00+00:00,2000,700,100 DALE ST     ,NO,From Motor Vehicle,LARCENY,43.075250957,-76.142605658,150,2023-07,3.5,2,558
-8476156.08952159,5323432.83302908,2023-05-26 00:00:00+00:00,0920,614,100 DALE ST     ,NO,All Other,LARCENY,43.075250957,-76.142605658,152,2023-05,3.2,2,366
-8476569.21162533,5317538.47028326,2023-09-17 00:00:00+00:00,0415,430,100 DANFORTH TER    ,NO,All Other,LARCENY,43.0365610630001,-76.1463167969999,154,2023-09,3.6,2,574
-8477817.94168685,5316658.69265639,2023-02-26 00:00:00+00:00,2045,2045,100 DEARBORN PL     ,NO,Motor Vehicle,MV THEFT,43.0307842140001,-76.15753433,156,2023-02,4.1,3,336
-8475435.01384643,5323011.38672199,2023-10-23 00:00:00+00:00,1000,1500,100 DARLINGTON RD     ,NO,From Building,BURGLARY,43.0724854440001,-76.136128125,158,2023-10,3.7,1,558
-8480196.467398,5320015.22269792,2023-12-05 00:00:00+00:00,1630,700,100 DEWEY AV   ,NO,Motor Vehicle,MV THEFT,43.0528211440001,-76.17890099,164,2023-12,4.2,3,381
-8471824.66449879,5319535.77236889,2023-06-19 00:00:00+00:00,2300,2300,100 DELRAY AV   ,NO,Motor Vehicle,MV THEFT,43.04967385,-76.103695805,166,2023-06,3.5,3,349
-8477382.0499605,5318739.12727371,2023-05-19 00:00:00+00:00,2323,2323,100 DICKERSON ST     ,YES,All Other,LARCENY,43.044444012,-76.153618648,170,2023-05,3.2,2,366
-8477382.0499605,5318739.12727371,2023-04-29 00:00:00+00:00,0730,1200,100 DICKERSON ST     ,NO,All Other,LARCENY,43.044444012,-76.153618648,172,2023-04,2.9,2,331
-8477382.0499605,5318739.12727371,2023-05-26 00:00:00+00:00,2200,400,100 DICKERSON ST     ,NO,From Building,LARCENY,43.044444012,-76.153618648,176,2023-05,3.2,2,366
-8477382.0499605,5318739.12727371,2023-05-24 00:00:00+00:00,1505,1505,100 DICKERSON ST     ,YES,All Other,LARCENY,43.044444012,-76.153618648,178,2023-05,3.2,2,366
-8477382.0499605,5318739.12727371,2023-01-21 00:00:00+00:00,1430,1100,100 DICKERSON ST     ,NO,From Building,LARCENY,43.044444012,-76.153618648,180,2023-01,4.1,2,303
-8477382.0499605,5318739.12727371,2023-04-20 00:00:00+00:00,0000,900,100 DICKERSON ST     ,NO,All Other,LARCENY,43.044444012,-76.153618648,184,2023-04,2.9,2,331
-8477382.0499605,5318739.12727371,2023-06-11 00:00:00+00:00,0000,600,100 DICKERSON ST     ,NO,All Other,LARCENY,43.044444012,-76.153618648,186,2023-06,3.5,2,349
-8479620.05618786,5322321.931704,2023-07-24 00:00:00+00:00,0206,206,1 DESTINY USA DR,NO,From Building,BURGLARY,43.067961,-76.1737229999999,189,2023-07,3.5,1,558
-8477382.0499605,5318739.12727371,2023-10-14 00:00:00+00:00,2300,745,100 DICKERSON ST     ,NO,Motor Vehicle,MV THEFT,43.044444012,-76.153618648,190,2023-10,3.7,3,558
-8477382.0499605,5318739.12727371,2023-07-26 00:00:00+00:00,1400,1323,100 DICKERSON ST     ,NO,All Other,LARCENY,43.044444012,-76.153618648,191,2023-07,3.5,2,558
-8477382.0499605,5318739.12727371,2023-07-17 00:00:00+00:00,1932,1932,100 DICKERSON ST     ,YES,All Other,LARCENY,43.044444012,-76.153618648,193,2023-07,3.5,2,558
